epoch;accuracy;loss;val_accuracy;val_loss
0;0.53979164;1.5616607882181803;0.7049999833106995;1.6469177192052205
1;0.7393542;0.9046569650967916;0.7534999847412109;0.8244142349561056
2;0.7745208;0.7234691344896952;0.7766666412353516;0.6766473202705383
3;0.7970625;0.6335635999043783;0.7929999828338623;0.6157046718597412
4;0.8101875;0.577828358888626;0.8073333501815796;0.566373175462087
5;0.8210833;0.536358099381129;0.8198333382606506;0.5299019498825073
6;0.82925;0.5050524063110352;0.8084166646003723;0.5320522173245747
7;0.83639586;0.47980738306045534;0.8269166946411133;0.4949427395661672
8;0.842;0.4593495151201884;0.827833354473114;0.4820788309574127
9;0.8476667;0.4419364502429962;0.8375833630561829;0.45648027483622233
10;0.85154164;0.42859294350941973;0.8420000076293945;0.445949541648229
11;0.8559167;0.41444367496172585;0.8488333225250244;0.43544852860768635
12;0.8605;0.40349146898587546;0.8460000157356262;0.429364829381307
13;0.8632917;0.3936153555313746;0.8523333072662354;0.4157555607954661
14;0.86614585;0.3847699207464854;0.8504999876022339;0.42194119675954184
15;0.8680417;0.3763854953845342;0.8535833358764648;0.4163204310735067
16;0.8719583;0.3685401743253072;0.8489166498184204;0.4220652619202932
17;0.8743125;0.3613764310677846;0.8600833415985107;0.39564324990908306
18;0.8760625;0.355407612880071;0.8585833311080933;0.4017102196216583
19;0.8776875;0.3493459380467733;0.859000027179718;0.3962939604918162
20;0.8790417;0.3435090616146723;0.8551666736602783;0.3973464651902517
21;0.8817083;0.3385650503635407;0.8651666641235352;0.37701025358835855
22;0.8828958;0.33262721220652264;0.8655833601951599;0.37602197702725726
23;0.88425;0.32776925384998323;0.8653333187103271;0.3750749512513479
24;0.8868125;0.3238530627091726;0.8636666536331177;0.37906708375612896
25;0.8873542;0.32081716815630595;0.8654999732971191;0.38322208031018573
26;0.889;0.31540807004769644;0.8682500123977661;0.37059727295239764
27;0.8902917;0.3121407247384389;0.8678333163261414;0.3685572261015574
28;0.891125;0.3085433589220047;0.8728333115577698;0.3572497457663218
29;0.8932292;0.3052221097548803;0.8708333373069763;0.35741238260269165
30;0.894625;0.30168710299332935;0.8654999732971191;0.3736864029566447
31;0.89533335;0.29862777467568713;0.875333309173584;0.3513847754796346
32;0.8956042;0.2968374138275782;0.8705000281333923;0.36439795819918314
33;0.8967292;0.2919733551343282;0.8721666932106018;0.35772310304641725
34;0.8979167;0.29074858367443085;0.872083306312561;0.36097785154978435
35;0.8995208;0.2884144688844681;0.8745833039283752;0.3528539858659108
36;0.899375;0.28501572950681053;0.8703333139419556;0.36506932298342387
37;0.90154165;0.2810689547856649;0.8791666626930237;0.3393170397281647
38;0.90260416;0.2795138640801112;0.8791666626930237;0.34224380151430767
39;0.90325;0.2774714914560318;0.8684999942779541;0.3654304172992706
40;0.9035;0.2748450744152069;0.8774999976158142;0.34375108663241066
41;0.90360415;0.27283581666151685;0.8795833587646484;0.3402198233604431
42;0.9049375;0.2705341442426046;0.8634166717529297;0.37660198203722633
43;0.90625;0.26807892620563506;0.874833345413208;0.343087189356486
44;0.9075417;0.2653586318095525;0.8722500205039978;0.3588592308362325
45;0.906875;0.2637740109960238;0.8740833401679993;0.35504353753725687
46;0.90683335;0.26210591252644855;0.875;0.3478106432755788
47;0.9080625;0.26131393524010976;0.8794999718666077;0.3358799571196238
48;0.9083958;0.2577972826162974;0.8769999742507935;0.3385066176255544
49;0.908875;0.25711792608102163;0.8797500133514404;0.33796011058489484
50;0.9100625;0.2549037661353747;0.8784166574478149;0.33926951718330384
51;0.9100625;0.2531129880150159;0.8679166436195374;0.3668730775515238
52;0.9113125;0.25208391427993776;0.8733333349227905;0.35825781496365866
53;0.9126875;0.24853676108519238;0.8809166550636292;0.33519845287005107
54;0.913375;0.2466098584930102;0.8848333358764648;0.3275712192058563
55;0.9134167;0.2468076721827189;0.8807500004768372;0.3377130463123322
56;0.91452086;0.24439342874288558;0.878000020980835;0.3393372090657552
57;0.91497916;0.24228563952445983;0.8838333487510681;0.32951876425743104
58;0.915375;0.24087667500972748;0.8850833177566528;0.325111323595047
59;0.9152708;0.23968090345462165;0.8799999952316284;0.33834621771176654
60;0.91639584;0.23791610991954804;0.8809166550636292;0.3365912152926127
61;0.91739583;0.236579909602801;0.8849999904632568;0.325737021446228
62;0.91702086;0.23481454998254775;0.8824999928474426;0.3297360315322876
63;0.9185208;0.23285563105344773;0.8788333535194397;0.33971185358365374
64;0.919;0.23271440537770588;0.8731666803359985;0.35941069094340006
65;0.9195625;0.2309015973210335;0.8796666860580444;0.3374953847726186
66;0.9195833;0.22864011416832605;0.8835833072662354;0.3296149861017863
67;0.91966665;0.22790806196133295;0.8793333172798157;0.3380557475090027
68;0.92083335;0.22611449432373046;0.8836666941642761;0.3319941271940867
69;0.92141664;0.2250802181561788;0.8879166841506958;0.3230526723066966
70;0.92227083;0.2230608059167862;0.8884999752044678;0.31802718504269917
71;0.92183334;0.2223468464811643;0.8822500109672546;0.3367608790397644
72;0.9232917;0.22060586281617484;0.887583315372467;0.32325751248995466
73;0.922875;0.21943235727151236;0.8854166865348816;0.3224283819993337
74;0.92397916;0.21767859254280725;0.8815000057220459;0.3328101855913798
75;0.92516667;0.21607184737920762;0.8857499957084656;0.3284002878665924
76;0.92454165;0.21545131715138754;0.8851666450500488;0.32390647546450296
77;0.9259167;0.2133793303370476;0.8826666474342346;0.33912007927894594
78;0.92572916;0.21239011450608572;0.8867499828338623;0.32135535470644633
79;0.92554164;0.21256001043319703;0.8858333230018616;0.3294952959219615
80;0.92647916;0.2101282945473989;0.8892499804496765;0.32162172174453735
81;0.9265208;0.20915651498238247;0.8824166655540466;0.33415562876065574
82;0.9272708;0.2080888537565867;0.8864166736602783;0.3224223044713338
83;0.9289167;0.20644944636027018;0.8865000009536743;0.3287584132353465
84;0.9287292;0.20524153212706248;0.887333333492279;0.3243289104302724
85;0.92939585;0.20467233326037726;0.8834999799728394;0.33248677118619285
